"","Site","Overal_Indep","Dep","Spec_Indep","Estimate","STDError","Pr(>|z|)"
"99","PuyallupHill","Dist_MSP_DD.5.sp","PercDead","DD.5.sp","0.334104637380828","0.108009251384875","0.0019794627045563"
"100","PuyallupHill","Dist_DD.5.sp","PercDead","Dist","0.297842786485314","0.102159029705813","0.00355139879237624"
"101","PuyallupHill","Dist_DD.5.sp","PercDead","DD.5.sp","0.315272454574586","0.104694230935331","0.00260076742004897"
"102","Starker","Dist","PercDead","Dist","6.47497394898185e-05","0.000232139050067834","0.780301208945363"
"103","Starker","Dist_eFFP","PercDead","Dist","0.00459547282674112","0.0550542990989217","0.933476523908152"
"104","Starker","Dist_eFFP","PercDead","eFFP","-0.0354849921162308","0.0561988623519535","0.527767030465395"
"105","Starker","Dist_DD.5.sp","PercDead","Dist","0.0576264730917465","0.0722053103183752","0.424817163296437"
"106","Starker","Dist_DD.5.sp","PercDead","DD.5.sp","0.0625472069377176","0.0713747085899497","0.380855164035641"
"107","Starker","Slope","PercDead","Slope","0.000138201826269199","0.000302782073002045","0.648073662316362"
"108","Starker","Slope_eFFP","PercDead","Slope","0.0121333660402941","0.0562478767795564","0.829211913551574"
"109","Starker","Slope_eFFP","PercDead","eFFP","-0.0322523600434931","0.0578586204644593","0.577230966813991"
"110","Starker","Slope_DD.5.sp","PercDead","Slope","0.108477286173175","0.0832984787427672","0.192823380163276"
"111","Starker","Slope_DD.5.sp","PercDead","DD.5.sp","0.108956660639563","0.0842570841968846","0.195960776363246"
"112","Starker","Aspect","PercDead","Aspect","0.00414064812114337","0.00840105035450422","0.622102559087669"
"113","Starker","Aspect_eFFP","PercDead","Aspect","-0.0141174429076845","0.0952380125204515","0.88215866886175"
"114","Starker","Aspect_eFFP","PercDead","eFFP","-0.0488227144459461","0.0973371390913574","0.615960444891173"
"115","Starker","Aspect_DD.5.sp","PercDead","Aspect","0.0378120703351864","0.0554687295137795","0.495439642786439"
"116","Starker","Aspect_DD.5.sp","PercDead","DD.5.sp","0.03634584972307","0.0557983812189015","0.514802372554137"
"117","Starker","ElevDist","PercDead","ElevDist","-7.18572959190225e-05","0.0001770777919289","0.684893177413133"
"118","Starker","ElevDist_eFFP","PercDead","ElevDist","-0.00923750507863749","0.0567196251410697","0.870626626016591"
"119","Starker","ElevDist_eFFP","PercDead","eFFP","-0.0333802277800302","0.0578488757353421","0.56392279788689"
"120","Starker","eFFP","PercDead","eFFP","-7.11407720278651e-05","0.00010355059280167","0.492073510225391"
"121","Starker","eFFP_MSP","PercDead","eFFP","-0.0393866627647242","0.0723119781474754","0.585975767591796"
"122","Starker","eFFP_MSP","PercDead","MSP","0.00379489875155008","0.0716655391020592","0.957769428420002"
"123","Starker","eFFP_DD.5.sp","PercDead","eFFP","-0.0392999982807259","0.0541161504268953","0.467706546282864"
"124","Starker","eFFP_DD.5.sp","PercDead","DD.5.sp","0.0272045670027172","0.0528885245463125","0.606989409090454"
"125","Starker","MSP","PercDead","MSP","-0.000261038421784403","0.000614583028989413","0.67102571556872"
"126","Starker","MSP_DD.5.sp","PercDead","MSP","-0.067648884390826","0.0716746943011299","0.345255403237902"
"127","Starker","MSP_DD.5.sp","PercDead","DD.5.sp","0.0676370213825418","0.0701174628089768","0.334732931462842"
"128","Starker","DD.5.sp","PercDead","DD.5.sp","4.34704916663536e-05","0.000101599033205023","0.668750690647679"
"129","Sprague","Dist","PercDead","Dist","-0.000218742497387206","0.000219943188667995","0.319959602463884"
